1	2	0
2	7	0
3	1	0
4	8	0
9	6	0
14	7	0
15	6	0
20	4	0
21	6	0
27	1	0
28	1	0
32	8	0
34	3	-1
38	3	0
39	2	1
41	3	-1
45	6	1
46	1	1
47	8	1
48	6	0
54	3	0
55	2	1
58	7	-1
61	1	1
62	0	1
63	2	1
65	0	0
70	2	1
71	6	0
72	0	1
79	6	1
80	6	1
85	7	1
87	6	1
89	6	0
90	8	0
92	6	0
101	2	1
103	4	0
106	2	1
111	0	1
115	7	0
116	7	0
117	2	0
119	2	1
120	6	1
122	2	1
124	0	1
125	8	1
131	7	0
132	2	1
134	6	1
145	0	1
147	1	0
149	4	0
151	3	0
156	3	1
159	3	0
160	1	1
165	1	1
170	2	1
171	1	0
172	6	1
173	1	1
176	7	1
177	0	1
179	2	1
181	7	0
184	1	0
185	7	0
190	7	0
194	6	0
196	2	0
199	2	1
200	6	0
201	3	0
202	2	1
205	2	0
209	7	-1
210	6	1
211	6	1
213	7	1
214	7	1
219	3	0
220	3	0
222	7	1
226	1	1
227	8	0
232	6	1
236	4	0
239	1	1
240	2	1
241	8	0
242	6	1
243	3	-1
245	3	1
246	8	0
248	8	0
252	2	1
253	6	0
254	7	0
255	2	1
256	7	0
257	1	1
258	7	1
265	2	1
267	7	0
268	1	1
269	7	0
272	2	1
274	4	0
275	2	1
276	7	0
277	4	1
279	4	0
280	4	1
285	6	1
290	4	0
295	1	1
306	8	0
311	6	0
312	1	1
322	6	0
325	8	0
327	1	0
333	8	1
335	7	0
339	1	1
343	7	1
346	2	1
353	1	0
356	7	0
364	2	1
366	4	0
372	1	0
374	2	1
376	4	0
382	7	0
387	4	0
388	6	1
390	7	0
391	4	1
400	0	1
407	1	0
413	6	0
420	3	-1
424	8	0
425	2	1
428	0	0
429	1	0
434	8	1
435	4	0
438	4	0
440	8	1
441	1	1
443	0	1
445	4	0
446	8	0
447	2	1
448	6	0
450	6	1
452	8	0
453	6	0
454	3	1
464	1	1
465	0	1
466	4	0
468	6	1
471	0	1
475	0	0
477	1	0
478	1	1
480	6	0
484	4	0
486	0	1
487	0	1
488	6	0
489	0	1
491	8	1
492	6	0
494	2	0
496	6	0
497	4	0
498	0	1
502	3	1
504	1	1
510	4	0
513	4	0
520	3	1
525	3	1
527	0	0
531	0	1
533	7	0
544	1	0
545	2	1
548	7	1
564	3	0
576	3	1
577	3	1
582	3	0
587	2	1
601	6	1
603	7	0
605	3	0
612	1	1
615	8	0
621	7	0
622	8	0
624	8	0
626	2	1
627	0	1
634	3	0
637	0	1
638	4	0
640	3	0
642	3	0
647	8	1
649	2	1
650	0	1
653	2	0
655	4	0
658	3	0
674	0	1
677	0	0
681	0	1
687	3	0
691	3	0
694	3	1
702	4	0
706	6	1
720	1	1
725	0	0
743	6	0
744	7	0
751	6	0
753	3	1
763	1	1
765	7	1
769	8	0
771	6	0
777	4	1
778	2	1
779	2	1
784	7	1
786	7	0
790	8	0
791	6	0
797	8	1
798	8	0
809	0	1
826	6	0
836	7	1
841	4	0
843	7	1
845	6	1
854	0	1
857	0	1
859	0	0
866	3	0
867	7	1
869	3	0
871	2	0
874	3	1
882	6	0
883	2	1
884	1	1
886	1	1
893	8	0
894	2	1
908	4	1
909	8	0
917	8	0
920	8	1
921	8	1
923	7	0
927	0	1
938	7	0
939	2	0
941	7	1
945	0	1
954	0	1
958	4	1
959	8	0
960	8	0
970	0	1
974	4	0
977	8	0
979	1	-1
984	0	1
991	0	0
998	6	0
1067	5	0
1201	5	1
1204	5	0
1212	5	0
1214	5	0
1216	5	0
1218	5	0
1228	5	0
1232	5	0
1237	5	0
1238	5	0
1260	5	0
1295	5	0
1320	5	0
1324	5	0
1332	5	1
1336	5	0
1339	5	0
1342	5	1
1345	5	0
1359	5	0
1366	5	0
1383	5	0
1401	5	0
1412	5	1
1423	5	0
1485	5	0
1512	5	0
1518	5	0
1519	5	0
1543	5	0
1594	5	1
1784	5	0
1805	5	0
1819	5	0
1828	5	0
1870	5	0
1894	5	1
