0	67.98336798	100	100	96.22641509
60	90.43659044	66.89419795	51.38888889	18.86792453
20	55.92515593	50.51194539	65.27777778	22.64150943
60	72.14137214	48.12286689	48.61111111	13.20754717
0	51.97505198	37.54266212	54.16666667	26.41509434
60	72.55717256	36.51877133	37.5	56.60377358
40	67.35966736	35.83617747	40.27777778	18.86792453
40	42.2037422	35.83617747	62.5	9.433962264
0	58.41995842	32.08191126	43.05555556	22.64150943
0	43.65904366	30.71672355	54.16666667	11.32075472
0	66.52806653	30.03412969	34.72222222	15.09433962
20	51.55925156	29.01023891	44.44444444	32.0754717
20	45.94594595	28.32764505	48.61111111	7.547169811
40	57.7962578	25.93856655	36.11111111	5.660377358
0	67.77546778	23.54948805	27.77777778	16.98113208
0	28.8981289	22.18430034	61.11111111	5.660377358
40	25.77962578	21.84300341	66.66666667	13.20754717
20	33.26403326	20.81911263	52.77777778	0
40	27.44282744	20.4778157	61.11111111	7.547169811
0	75.25987526	20.13651877	20.83333333	92.45283019
0	49.48024948	19.45392491	34.72222222	24.52830189
20	39.08523909	18.77133106	43.05555556	3.773584906
60	61.53846154	18.43003413	26.38888889	11.32075472
40	64.44906445	18.0887372	23.61111111	58.49056604
60	59.66735967	17.40614334	26.38888889	15.09433962
40	43.03534304	16.72354949	36.11111111	11.32075472
40	34.51143451	16.72354949	44.44444444	0
20	75.67567568	16.72354949	18.05555556	56.60377358
20	38.87733888	16.38225256	40.27777778	3.773584906
40	36.17463617	16.04095563	41.66666667	0
20	58.21205821	16.04095563	25	0
20	20.79002079	15.6996587	63.88888889	9.433962264
0	63.61746362	15.01706485	22.22222222	26.41509434
0	17.25571726	14.67576792	69.44444444	16.98113208
20	80.04158004	13.99317406	13.88888889	11.32075472
20	33.47193347	13.3105802	41.66666667	0
0	70.89397089	12.96928328	16.66666667	28.30188679
20	25.15592516	12.96928328	51.38888889	7.547169811
40	68.3991684	12.96928328	18.05555556	15.09433962
60	38.46153846	12.28668942	34.72222222	0
0	21.62162162	12.28668942	55.55555556	7.547169811
80	45.32224532	11.94539249	29.16666667	13.20754717
60	24.74012474	11.60409556	48.61111111	32.0754717
20	26.61122661	11.60409556	45.83333333	3.773584906
40	47.81704782	11.60409556	26.38888889	37.73584906
100	47.4012474	10.58020478	25	1.886792453
0	58.004158	9.897610922	19.44444444	0
20	57.58835759	9.556313993	19.44444444	9.433962264
40	28.06652807	8.873720137	40.27777778	0
20	43.24324324	8.873720137	26.38888889	0
80	24.74012474	8.873720137	44.44444444	0
20	60.70686071	8.873720137	16.66666667	20.75471698
0	45.11434511	8.532423208	25	0
60	47.81704782	8.19112628	22.22222222	9.433962264
0	45.32224532	8.19112628	23.61111111	7.547169811
20	25.57172557	8.19112628	41.66666667	5.660377358
40	50.31185031	7.849829352	20.83333333	13.20754717
20	42.2037422	7.508532423	25	9.433962264
20	38.46153846	7.167235495	27.77777778	58.49056604
20	38.87733888	7.167235495	26.38888889	9.433962264
20	29.52182952	6.825938567	34.72222222	1.886792453
60	41.58004158	6.484641638	23.61111111	18.86792453
40	48.64864865	6.484641638	19.44444444	15.09433962
40	41.58004158	6.484641638	23.61111111	9.433962264
20	16.83991684	6.14334471	51.38888889	35.8490566
40	32.22453222	6.14334471	30.55555556	5.660377358
60	23.90852391	5.802047782	38.88888889	5.660377358
20	53.43035343	5.119453925	15.27777778	13.20754717
20	23.90852391	5.119453925	37.5	1.886792453
0	31.18503119	4.778156997	29.16666667	1.886792453
40	39.29313929	4.09556314	22.22222222	3.773584906
0	64.24116424	4.09556314	11.11111111	18.86792453
0	20.997921	4.09556314	40.27777778	30.18867925
20	45.94594595	3.754266212	18.05555556	33.96226415
20	43.24324324	3.754266212	19.44444444	0
20	34.51143451	3.412969283	25	1.886792453
0	27.02702703	3.412969283	31.94444444	54.71698113
20	71.30977131	3.412969283	8.333333333	24.52830189
20	50.51975052	3.071672355	15.27777778	15.09433962
20	43.45114345	2.730375427	18.05555556	9.433962264
0	6.029106029	2.04778157	65.27777778	15.09433962
40	54.05405405	2.04778157	12.5	0
40	44.90644491	1.706484642	15.27777778	0
40	33.88773389	1.706484642	22.22222222	15.09433962
20	21.82952183	1.706484642	34.72222222	28.30188679
20	82.12058212	1.365187713	2.777777778	11.32075472
0	100	1.365187713	0	100
20	42.2037422	1.365187713	16.66666667	32.0754717
0	16.00831601	1.365187713	41.66666667	11.32075472
0	15.38461538	1.365187713	43.05555556	11.32075472
40	32.84823285	1.023890785	22.22222222	3.773584906
0	29.10602911	1.023890785	25	22.64150943
20	35.55093555	0.682593857	19.44444444	9.433962264
20	60.4989605	0.682593857	8.333333333	0
20	0	0.682593857	84.72222222	0
20	27.02702703	0.341296928	26.38888889	3.773584906
0	23.7006237	0.341296928	29.16666667	0
20	30.35343035	0.341296928	23.61111111	9.433962264
40	66.94386694	0	5.555555556	0
40	22.24532225	0	30.55555556	0
