0	31	1
0	58	1
0	79	1
0	17	1
0	37	1
0	77	1
0	69	1
0	80	1
0	27	1
0	92	1
0	45	1
0	51	1
0	28	1
0	12	1
0	21	1
0	25	1
0	9	1
0	83	1
1	35	1
1	32	1
1	64	1
1	5	1
1	7	1
1	70	1
1	78	1
1	44	1
1	22	1
1	18	1
1	77	1
1	38	1
1	94	1
1	13	1
1	45	1
1	41	1
1	96	1
1	29	1
1	8	1
1	82	1
1	85	1
1	42	1
1	61	1
1	6	1
1	71	1
2	88	1
2	76	1
2	39	1
2	27	1
2	59	1
2	74	1
2	41	1
2	64	1
2	29	1
2	90	1
2	24	1
2	26	1
2	57	1
2	62	1
2	22	1
3	99	1
3	52	1
3	39	1
3	43	1
3	98	1
3	12	1
3	56	1
3	25	1
3	33	1
3	24	1
3	26	1
3	60	1
3	79	1
3	66	1
3	18	1
3	46	1
3	38	1
3	94	1
3	45	1
3	93	1
3	68	1
3	82	1
3	29	1
3	16	1
3	42	1
3	48	1
3	90	1
3	87	1
3	19	1
3	50	1
3	53	1
3	6	1
4	90	1
4	87	1
4	18	1
4	95	1
4	49	1
4	53	1
4	83	1
4	62	1
4	44	1
4	97	1
5	40	1
5	73	1
5	34	1
5	13	1
5	43	1
5	45	1
5	98	1
5	47	1
5	25	1
5	81	1
5	26	1
5	83	1
5	44	1
5	1	1
6	99	1
6	52	1
6	32	1
6	64	1
6	12	1
6	25	1
6	7	1
6	78	1
6	26	1
6	18	1
6	46	1
6	13	1
6	45	1
6	93	1
6	41	1
6	68	1
6	29	1
6	8	1
6	42	1
6	87	1
6	50	1
6	61	1
6	71	1
6	1	1
6	3	1
7	31	1
7	35	1
7	17	1
7	67	1
7	11	1
7	39	1
7	32	1
7	74	1
7	64	1
7	81	1
7	78	1
7	54	1
7	23	1
7	66	1
7	20	1
7	37	1
7	92	1
7	13	1
7	45	1
7	75	1
7	41	1
7	29	1
7	8	1
7	21	1
7	61	1
7	71	1
7	1	1
7	6	1
8	32	1
8	13	1
8	45	1
8	41	1
8	64	1
8	29	1
8	61	1
8	78	1
8	71	1
8	1	1
8	6	1
8	7	1
9	31	1
9	58	1
9	79	1
9	17	1
9	37	1
9	77	1
9	69	1
9	80	1
9	27	1
9	92	1
9	45	1
9	51	1
9	28	1
9	12	1
9	21	1
9	25	1
9	83	1
9	0	1
10	41	1
10	55	1
10	70	1
10	63	1
10	61	1
10	49	1
10	38	1
10	14	1
10	36	1
11	31	1
11	54	1
11	35	1
11	17	1
11	23	1
11	66	1
11	67	1
11	20	1
11	37	1
11	39	1
11	92	1
11	74	1
11	75	1
11	21	1
11	7	1
12	99	1
12	31	1
12	17	1
12	52	1
12	27	1
12	51	1
12	25	1
12	26	1
12	58	1
12	79	1
12	37	1
12	18	1
12	46	1
12	69	1
12	77	1
12	80	1
12	92	1
12	45	1
12	93	1
12	28	1
12	68	1
12	29	1
12	21	1
12	42	1
12	87	1
12	50	1
12	83	1
12	0	1
12	3	1
12	6	1
12	9	1
13	73	1
13	63	1
13	32	1
13	64	1
13	25	1
13	81	1
13	24	1
13	78	1
13	26	1
13	44	1
13	40	1
13	65	1
13	34	1
13	45	1
13	41	1
13	29	1
13	61	1
13	83	1
13	71	1
13	1	1
13	5	1
13	6	1
13	7	1
13	8	1
14	41	1
14	55	1
14	70	1
14	63	1
14	61	1
14	49	1
14	38	1
14	36	1
14	10	1
15	47	1
15	23	1
15	55	1
15	42	1
15	16	1
15	61	1
15	53	1
15	59	1
15	97	1
15	86	1
15	45	1
16	99	1
16	39	1
16	59	1
16	43	1
16	98	1
16	56	1
16	33	1
16	24	1
16	60	1
16	97	1
16	79	1
16	23	1
16	66	1
16	38	1
16	94	1
16	86	1
16	45	1
16	47	1
16	68	1
16	82	1
16	42	1
16	48	1
16	55	1
16	90	1
16	19	1
16	50	1
16	61	1
16	53	1
16	3	1
16	15	1
17	31	1
17	35	1
17	67	1
17	39	1
17	27	1
17	74	1
17	51	1
17	25	1
17	54	1
17	58	1
17	79	1
17	23	1
17	66	1
17	20	1
17	37	1
17	77	1
