1	1	0	
1	2	67.9834	
1	3	100	
1	4	100	
1	5	96.2264	
2	1	60	
2	2	90.4366	
2	3	66.8942	
2	4	51.3889	
2	5	18.8679	
3	1	20	
3	2	55.9252	
3	3	50.5119	
3	4	65.2778	
3	5	22.6415	
4	1	60	
4	2	72.1414	
4	3	48.1229	
4	4	48.6111	
4	5	13.2075	
5	1	0	
5	2	51.9751	
5	3	37.5427	
5	4	54.1667	
5	5	26.4151	
6	1	60	
6	2	72.5572	
6	3	36.5188	
6	4	37.5	
6	5	56.6038	
7	1	40	
7	2	67.3597	
7	3	35.8362	
7	4	40.2778	
7	5	18.8679	
8	1	40	
8	2	42.2037	
8	3	35.8362	
8	4	62.5	
8	5	9.43396	
9	1	0	
9	2	58.42	
9	3	32.0819	
9	4	43.0556	
9	5	22.6415	
10	1	0	
10	2	43.659	
10	3	30.7167	
10	4	54.1667	
10	5	11.3208	
11	1	0	
11	2	66.5281	
11	3	30.0341	
11	4	34.7222	
11	5	15.0943	
12	1	20	
12	2	51.5593	
12	3	29.0102	
12	4	44.4444	
12	5	32.0755	
13	1	20	
13	2	45.9459	
13	3	28.3276	
13	4	48.6111	
13	5	7.54717	
14	1	40	
14	2	57.7963	
14	3	25.9386	
14	4	36.1111	
14	5	5.66038	
15	1	0	
15	2	67.7755	
15	3	23.5495	
15	4	27.7778	
15	5	16.9811	
16	1	0	
16	2	28.8981	
16	3	22.1843	
16	4	61.1111	
16	5	5.66038	
17	1	40	
17	2	25.7796	
17	3	21.843	
17	4	66.6667	
17	5	13.2075	
18	1	20	
18	2	33.264	
18	3	20.8191	
18	4	52.7778	
18	5	0	
19	1	40	
19	2	27.4428	
19	3	20.4778	
19	4	61.1111	
19	5	7.54717	
20	1	0	
20	2	75.2599	
20	3	20.1365	
20	4	20.8333	
20	5	92.4528	
21	1	0	
21	2	49.4802	
21	3	19.4539	
21	4	34.7222	
21	5	24.5283	
22	1	20	
22	2	39.0852	
22	3	18.7713	
22	4	43.0556	
22	5	3.77358	
23	1	60	
23	2	61.5385	
23	3	18.43	
23	4	26.3889	
23	5	11.3208	
24	1	40	
24	2	64.4491	
24	3	18.0887	
24	4	23.6111	
24	5	58.4906	
25	1	60	
25	2	59.6674	
25	3	17.4061	
25	4	26.3889	
25	5	15.0943	
26	1	40	
26	2	43.0353	
26	3	16.7235	
26	4	36.1111	
26	5	11.3208	
27	1	40	
27	2	34.5114	
27	3	16.7235	
27	4	44.4444	
27	5	0	
28	1	20	
28	2	75.6757	
28	3	16.7235	
28	4	18.0556	
28	5	56.6038	
29	1	20	
29	2	38.8773	
29	3	16.3823	
29	4	40.2778	
29	5	3.77358	
30	1	40	
30	2	36.1746	
30	3	16.041	
30	4	41.6667	
30	5	0	
31	1	20	
31	2	58.2121	
31	3	16.041	
31	4	25	
31	5	0	
32	1	20	
32	2	20.79	
32	3	15.6997	
32	4	63.8889	
32	5	9.43396	
33	1	0	
33	2	63.6175	
33	3	15.0171	
33	4	22.2222	
33	5	26.4151	
34	1	0	
34	2	17.2557	
34	3	14.6758	
34	4	69.4444	
34	5	16.9811	
35	1	20	
35	2	80.0416	
35	3	13.9932	
35	4	13.8889	
35	5	11.3208	
36	1	20	
36	2	33.4719	
36	3	13.3106	
36	4	41.6667	
36	5	0	
37	1	0	
37	2	70.894	
37	3	12.9693	
37	4	16.6667	
37	5	28.3019	
38	1	20	
38	2	25.1559	
38	3	12.9693	
38	4	51.3889	
38	5	7.54717	
39	1	40	
39	2	68.3992	
39	3	12.9693	
39	4	18.0556	
39	5	15.0943	
40	1	60	
40	2	38.4615	
40	3	12.2867	
40	4	34.7222	
40	5	0	
41	1	0	
41	2	21.6216	
41	3	12.2867	
41	4	55.5556	
41	5	7.54717	
42	1	80	
42	2	45.3222	
42	3	11.9454	
42	4	29.1667	
42	5	13.2075	
43	1	60	
43	2	24.7401	
43	3	11.6041	
43	4	48.6111	
43	5	32.0755	
44	1	20	
44	2	26.6112	
44	3	11.6041	
44	4	45.8333	
44	5	3.77358	
45	1	40	
45	2	47.817	
45	3	11.6041	
45	4	26.3889	
45	5	37.7358	
46	1	100	
46	2	47.4012	
46	3	10.5802	
46	4	25	
46	5	1.88679	
47	1	0	
47	2	58.0042	
47	3	9.89761	
47	4	19.4444	
47	5	0	
48	1	20	
48	2	57.5884	
48	3	9.55631	
48	4	19.4444	
48	5	9.43396	
49	1	40	
49	2	28.0665	
49	3	8.87372	
49	4	40.2778	
49	5	0	
50	1	20	
50	2	43.2432	
50	3	8.87372	
50	4	26.3889	
50	5	0	
51	1	80	
51	2	24.7401	
51	3	8.87372	
51	4	44.4444	
51	5	0	
52	1	20	
52	2	60.7069	
52	3	8.87372	
52	4	16.6667	
52	5	20.7547	
53	1	0	
53	2	45.1143	
53	3	8.53242	
53	4	25	
53	5	0	
54	1	60	
54	2	47.817	
54	3	8.19113	
54	4	22.2222	
54	5	9.43396	
55	1	0	
55	2	45.3222	
55	3	8.19113	
55	4	23.6111	
55	5	7.54717	
56	1	20	
56	2	25.5717	
56	3	8.19113	
56	4	41.6667	
56	5	5.66038	
57	1	40	
57	2	50.3119	
57	3	7.84983	
57	4	20.8333	
57	5	13.2075	
58	1	20	
58	2	42.2037	
58	3	7.50853	
58	4	25	
58	5	9.43396	
59	1	20	
59	2	38.4615	
59	3	7.16724	
59	4	27.7778	
59	5	58.4906	
60	1	20	
60	2	38.8773	
60	3	7.16724	
60	4	26.3889	
60	5	9.43396	
61	1	20	
61	2	29.5218	
61	3	6.82594	
61	4	34.7222	
61	5	1.88679	
62	1	60	
62	2	41.58	
62	3	6.48464	
62	4	23.6111	
62	5	18.8679	
63	1	40	
63	2	48.6486	
63	3	6.48464	
63	4	19.4444	
63	5	15.0943	
64	1	40	
64	2	41.58	
64	3	6.48464	
64	4	23.6111	
64	5	9.43396	
65	1	20	
65	2	16.8399	
65	3	6.14334	
65	4	51.3889	
65	5	35.8491	
66	1	40	
66	2	32.2245	
66	3	6.14334	
66	4	30.5556	
66	5	5.66038	
67	1	60	
67	2	23.9085	
67	3	5.80205	
67	4	38.8889	
67	5	5.66038	
68	1	20	
68	2	53.4304	
68	3	5.11945	
68	4	15.2778	
68	5	13.2075	
69	1	20	
69	2	23.9085	
69	3	5.11945	
69	4	37.5	
69	5	1.88679	
70	1	0	
70	2	31.185	
70	3	4.77816	
70	4	29.1667	
70	5	1.88679	
71	1	40	
71	2	39.2931	
71	3	4.09556	
71	4	22.2222	
71	5	3.77358	
72	1	0	
72	2	64.2412	
72	3	4.09556	
72	4	11.1111	
72	5	18.8679	
73	1	0	
73	2	20.9979	
73	3	4.09556	
73	4	40.2778	
73	5	30.1887	
74	1	20	
74	2	45.9459	
74	3	3.75427	
74	4	18.0556	
74	5	33.9623	
75	1	20	
75	2	43.2432	
75	3	3.75427	
75	4	19.4444	
75	5	0	
76	1	20	
76	2	34.5114	
76	3	3.41297	
76	4	25	
76	5	1.88679	
77	1	0	
77	2	27.027	
77	3	3.41297	
77	4	31.9444	
77	5	54.717	
78	1	20	
78	2	71.3098	
78	3	3.41297	
78	4	8.33333	
78	5	24.5283	
79	1	20	
79	2	50.5198	
79	3	3.07167	
79	4	15.2778	
79	5	15.0943	
80	1	20	
80	2	43.4511	
80	3	2.73038	
80	4	18.0556	
80	5	9.43396	
81	1	0	
81	2	6.02911	
81	3	2.04778	
81	4	65.2778	
81	5	15.0943	
82	1	40	
82	2	54.0541	
82	3	2.04778	
82	4	12.5	
82	5	0	
83	1	40	
83	2	44.9064	
83	3	1.70648	
83	4	15.2778	
83	5	0	
84	1	40	
84	2	33.8877	
84	3	1.70648	
84	4	22.2222	
84	5	15.0943	
85	1	20	
85	2	21.8295	
85	3	1.70648	
85	4	34.7222	
85	5	28.3019	
86	1	20	
86	2	82.1206	
86	3	1.36519	
86	4	2.77778	
86	5	11.3208	
87	1	0	
87	2	100	
87	3	1.36519	
87	4	0	
87	5	100	
88	1	20	
88	2	42.2037	
88	3	1.36519	
88	4	16.6667	
88	5	32.0755	
89	1	0	
89	2	16.0083	
89	3	1.36519	
89	4	41.6667	
89	5	11.3208	
90	1	0	
