650	0	1
498	0	1
627	0	1
857	0	1
487	0	1
28	1	0
927	0	1
72	0	1
400	0	1
945	0	1
637	0	1
443	0	1
177	0	1
984	0	1
954	0	1
859	0	0
489	0	1
991	0	0
62	0	1
428	0	0
145	0	1
471	0	1
65	0	0
809	0	1
681	0	1
970	0	1
854	0	1
486	0	1
531	0	1
725	0	0
527	0	0
465	0	1
674	0	1
677	0	0
475	0	0
124	0	1
111	0	1
478	1	1
226	1	1
160	1	1
372	1	0
464	1	1
763	1	1
886	1	1
544	1	0
63	2	1
720	1	1
3	1	0
407	1	0
171	1	0
46	1	1
165	1	1
441	1	1
257	1	1
239	1	1
27	1	0
173	1	1
477	1	0
312	1	1
612	1	1
339	1	1
884	1	1
61	1	1
147	1	0
327	1	0
353	1	0
504	1	1
429	1	0
268	1	1
184	1	0
295	1	1
1	2	0
265	2	1
39	2	1
494	2	0
106	2	1
272	2	1
55	2	1
779	2	1
170	2	1
447	2	1
119	2	1
425	2	1
545	2	1
202	2	1
255	2	1
275	2	1
653	2	0
252	2	1
199	2	1
626	2	1
649	2	1
364	2	1
70	2	1
894	2	1
587	2	1
346	2	1
374	2	1
871	2	0
939	2	0
101	2	1
196	2	0
117	2	0
179	2	1
122	2	1
132	2	1
778	2	1
240	2	1
883	2	1
387	4	0
236	4	0
466	4	0
958	4	1
277	4	1
438	4	0
777	4	1
445	4	0
484	4	0
702	4	0
435	4	0
497	4	0
103	4	0
376	4	0
638	4	0
366	4	0
974	4	0
908	4	1
391	4	1
510	4	0
841	4	0
20	4	0
513	4	0
655	4	0
149	4	0
279	4	0
290	4	0
280	4	1
274	4	0
1543	5	0
1819	5	0
1260	5	0
1237	5	0
1320	5	0
1214	5	0
1212	5	0
1412	5	1
1485	5	0
1423	5	0
1518	5	0
1336	5	0
1805	5	0
1204	5	0
1784	5	0
1894	5	1
1342	5	1
1359	5	0
1332	5	1
1383	5	0
1519	5	0
1228	5	0
1238	5	0
1295	5	0
1870	5	0
1366	5	0
1216	5	0
1512	5	0
1594	5	1
1232	5	0
1828	5	0
1218	5	0
1401	5	0
1067	5	0
1201	5	1
1345	5	0
1339	5	0
1324	5	0
790	8	0
917	8	0
306	8	0
909	8	0
977	8	0
90	8	0
446	8	0
893	8	0
241	8	0
615	8	0
424	8	0
921	8	1
434	8	1
246	8	0
647	8	1
452	8	0
491	8	1
333	8	1
622	8	0
769	8	0
797	8	1
624	8	0
959	8	0
227	8	0
47	8	1
32	8	0
440	8	1
4	8	0
960	8	0
125	8	1
798	8	0
920	8	1
248	8	0
325	8	0
388	6	1
882	6	0
311	6	0
87	6	1
9	6	0
743	6	0
79	6	1
210	6	1
48	6	0
413	6	0
791	6	0
492	6	0
601	6	1
480	6	0
232	6	1
285	6	1
706	6	1
134	6	1
15	6	0
21	6	0
92	6	0
71	6	0
468	6	1
45	6	1
998	6	0
751	6	0
200	6	0
488	6	0
826	6	0
242	6	1
253	6	0
120	6	1
172	6	1
448	6	0
322	6	0
453	6	0
496	6	0
211	6	1
80	6	1
845	6	1
89	6	0
450	6	1
771	6	0
194	6	0
131	7	0
115	7	0
603	7	0
214	7	1
14	7	0
254	7	0
843	7	1
867	7	1
213	7	1
533	7	0
2	7	0
923	7	0
343	7	1
356	7	0
190	7	0
765	7	1
941	7	1
621	7	0
390	7	0
382	7	0
784	7	1
276	7	0
258	7	1
185	7	0
548	7	1
222	7	1
176	7	1
335	7	0
85	7	1
181	7	0
269	7	0
116	7	0
836	7	1
786	7	0
256	7	0
267	7	0
938	7	0
744	7	0
159	3	0
582	3	0
753	3	1
564	3	0
658	3	0
454	3	1
577	3	1
694	3	1
640	3	0
151	3	0
869	3	0
605	3	0
502	3	1
38	3	0
54	3	0
874	3	1
866	3	0
691	3	0
220	3	0
201	3	0
687	3	0
219	3	0
156	3	1
576	3	1
634	3	0
642	3	0
245	3	1
525	3	1
34	3	-1
41	3	-1
243	3	-1
420	3	-1
58	7	-1
209	7	-1
979	1	-1
205	2	0
520	3	1
